title,authors,publication_year,venue,doi,pmid,arxiv_id,abstract,citation_count,source
An efficient deep learning approach to identify dynamics in in vitro neural networks.,Vito Paolo Pastore (N/A); Giulia Parodi (N/A); Martina Brofiga (N/A); Paolo Massobrio (N/A); Michela Chiappalone (N/A); Francesca Odone (N/A); Sergio Martinoia (N/A),,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC40787.2023.10340862,38083487,,"{'text': 'Understanding and discriminating the spatiotemporal patterns of activity generated by in vitro and in vivo neuronal networks is a fundamental task in neuroscience and neuroengineering. The state-of-the-art algorithms to describe the neuronal activity mostly rely on global and local well-established spike and burst-related parameters. However, they are not able to capture slight differences in the activity patterns. In this work, we introduce a deep-learning-based algorithm to automatically infer the dynamics exhibited by different neuronal populations. Specifically, we demonstrate that our algorithm is able to discriminate with high accuracy the dynamics of five different populations of in vitro human-derived neural networks with an increasing inhibitory to excitatory neurons ratio.', 'structured': []}",0,pubmed
Deep Learning Adapted to Differential Neural Networks Used as Pattern Classification of Electrophysiological Signals.,D Llorente-Vidrio (N/A); M Ballesteros (N/A); I Salgado (N/A); I Chairez (N/A),,IEEE transactions on pattern analysis and machine intelligence,10.1109/TPAMI.2021.3066996,33735073,,"{'text': 'This manuscript presents the design of a deep differential neural network (DDNN) for pattern classification. First, we proposed a DDNN topology with three layers, whose learning laws are derived from a Lyapunov analysis, justifying local asymptotic convergence of the classification error and the weights of the DDNN. Then, an extension to include an arbitrary number of hidden layers in the DDNN is analyzed. The learning laws for this general form of the DDNN offer a contribution to the deep learning framework for signal classification with biological nature and dynamic structures. The DDNN is used to classify electroencephalographic signals from volunteers that perform an identification graphical test. The classification results show exponential growth in the signal classification accuracy from 82 percent with one layer to 100 percent with three hidden layers. Working with DDNN instead of static deep neural networks (SDNN) represents a set of advantages, such as processing time and training period reduction up to almost 100 times, and the increment of the classification accuracy while working with less hidden layers than working with SDNN, which are highly dependent on their topology and the number of neurons in each layer. The DDNN employed fewer neurons due to the induced feedback characteristic.', 'structured': []}",0,pubmed
Advancing Chest X-ray Diagnostics via Multi-Modal Neural Networks with Attention.,Douglas Townsell (N/A); Tanvi Banerjee (N/A); Lingwei Chen (N/A); Michael Raymer (N/A),,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC53108.2024.10781551,40040114,,"{'text': ""The healthcare field is undergoing a profound shift, with deep learning in AI increasingly augmenting medical expertise in complex and challenging tasks. Our research addresses the challenging task of chest X-ray image diagnostics, a field characterized by multifaceted diagnostic labels and class im-balances in respiratory disease cases. Our approach synergizes a pre-trained image classification neural network with patient and image metadata integration, significantly boosting diagnostic precision. A key aspect of our methodology is the identification of an effective decision boundary to enhance accuracy and reduce false positives. The effectiveness of our model is demonstrated by an average AUC score of 0.84, surpassing existing models and signifying a notable leap in AI's role in medical diagnostics. This tool stands to aid clinical decision-making, particularly in navigating the complexities of comorbidities in respiratory health."", 'structured': []}",0,pubmed
Deep neural network representation and Generative Adversarial Learning.,"Ariel Ruiz-Garcia (SeeChange.ai, Manchester, United Kingdom. Electronic address: ariel.9arcia@gmail.com.); Jürgen Schmidhuber (NNAISENSE, Swiss AI Lab IDSIA, USI and SUPSI, Lugano, Switzerland. Electronic address: juergen@idsia.ch.); Vasile Palade (Centre for Data Science, Coventry University, Coventry, United Kingdom. Electronic address: vasile.palade@coventry.ac.uk.); Clive Cheong Took (Department of Electronic Engineering, Royal Holloway (University of London), Surrey, United Kingdom. Electronic address: Clive.CheongTook@rhul.ac.uk.); Danilo Mandic (Department of Electrical and Electronic Engineering, Imperial College London, London, United Kingdom. Electronic address: d.mandic@imperial.ac.uk.)",,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2021.03.009,33774356,,"{'text': '', 'structured': []}",0,pubmed
Universality of reservoir systems with recurrent neural networks.,"Hiroki Yasumoto (Graduate School of Informatics, Kyoto University, 36-1, Yoshida Honmachi, Sakyo-ku, Kyoto, 606-8501, Japan. Electronic address: yasumoto@sys.i.kyoto-u.ac.jp.); Toshiyuki Tanaka (Graduate School of Informatics, Kyoto University, 36-1, Yoshida Honmachi, Sakyo-ku, Kyoto, 606-8501, Japan. Electronic address: tt@i.kyoto-u.ac.jp.)",,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2025.107413,40187082,,"{'text': 'Approximation capability of reservoir systems whose reservoir is a recurrent neural network (RNN) is discussed. We show what we call uniform strong universality of RNN reservoir systems for a certain class of dynamical systems. This means that, given an approximation error to be achieved, one can construct an RNN reservoir system that approximates each target dynamical system in the class just via adjusting its linear readout. To show the universality, we construct an RNN reservoir system via parallel concatenation that has an upper bound of approximation error independent of each target in the class.', 'structured': []}",0,pubmed
Modeling Chemical Reaction Networks Using Neural Ordinary Differential Equations.,"Anna C M Thöni (Donders Centre for Cognition, Radboud University, Nijmegen 9103 6500 HD, The Netherlands.); William E Robinson (Institute for Molecules and Materials, Radboud University, Nijmegen 9010 6500 GL, The Netherlands.); Yoram Bachrach (Meta FAIR, London N1C 4DB, United Kingdom.); Wilhelm T S Huck (Institute for Molecules and Materials, Radboud University, Nijmegen 9010 6500 GL, The Netherlands.); Tal Kachman (Donders Centre for Cognition, Radboud University, Nijmegen 9103 6500 HD, The Netherlands.)",,Journal of chemical information and modeling,10.1126/science.1165893,40262040,,"{'text': 'In chemical reaction network theory, ordinary differential equations are used to model the temporal change of chemical species concentration. As the functional form of these ordinary differential equation systems is derived from an empirical model of the reaction network, it may be incomplete. Our approach aims to elucidate these hidden insights in the reaction network by combining dynamic modeling with deep learning in the form of neural ordinary differential equations. Our contributions not only help to identify the shortcomings of existing empirical models but also assist the design of future reaction networks.', 'structured': []}",0,pubmed
A faster way to model neuronal circuitry.,"Andrew P Davison (Institut des Neurosciences Paris-Saclay, Université Paris-Saclay, CNRS, Saclay, France.); Shailesh Appukuttan (Institut des Neurosciences Paris-Saclay, Université Paris-Saclay, CNRS, Saclay, France.)",,eLife,10.3389/fncom.2021.800875,36458813,,"{'text': 'Artificial neural networks could pave the way for efficiently simulating large-scale models of neuronal networks in the nervous system.', 'structured': []}",0,pubmed
Prediction of mRNA subcellular localization using deep recurrent neural networks.,"Zichao Yan (School of Computer Science, McGill University, Montreal, QC, Canada.); Eric Lécuyer (Department of Biochemistry, University of Montreal, Montreal, QC, Canada.); Mathieu Blanchette (School of Computer Science, McGill University, Montreal, QC, Canada.)",,"Bioinformatics (Oxford, England)",10.1093/bioinformatics/btz337,31510698,,"{'text': 'Messenger RNA subcellular localization mechanisms play a crucial role in post-transcriptional gene regulation. This trafficking is mediated by trans-acting RNA-binding proteins interacting with cis-regulatory elements called zipcodes. While new sequencing-based technologies allow the high-throughput identification of RNAs localized to specific subcellular compartments, the precise mechanisms at play, and their dependency on specific sequence elements, remain poorly understood.', 'structured': [{'label': 'MOTIVATION', 'text': 'Messenger RNA subcellular localization mechanisms play a crucial role in post-transcriptional gene regulation. This trafficking is mediated by trans-acting RNA-binding proteins interacting with cis-regulatory elements called zipcodes. While new sequencing-based technologies allow the high-throughput identification of RNAs localized to specific subcellular compartments, the precise mechanisms at play, and their dependency on specific sequence elements, remain poorly understood.'}, {'label': 'RESULTS', 'text': ""We introduce RNATracker, a novel deep neural network built to predict, from their sequence alone, the distributions of mRNA transcripts over a predefined set of subcellular compartments. RNATracker integrates several state-of-the-art deep learning techniques (e.g. CNN, LSTM and attention layers) and can make use of both sequence and secondary structure information. We report on a variety of evaluations showing RNATracker's strong predictive power, which is significantly superior to a variety of baseline predictors. Despite its complexity, several aspects of the model can be isolated to yield valuable, testable mechanistic hypotheses, and to locate candidate zipcode sequences within transcripts.""}, {'label': 'AVAILABILITY AND IMPLEMENTATION', 'text': 'Code and data can be accessed at https://www.github.com/HarveyYan/RNATracker.'}, {'label': 'SUPPLEMENTARY INFORMATION', 'text': 'Supplementary data are available at Bioinformatics online.'}]}",0,pubmed
Distilling knowledge from graph neural networks trained on cell graphs to non-neural student models.,"Vasundhara Acharya (Rensselaer Polytechnic Institute, Troy, USA. acharv2@rpi.edu.); Bülent Yener (Professor, Rensselaer Polytechnic Institute, Troy, USA.); Gillian Beamer (Adjunct Associate Professor, Texas Biomedical Research Institute, San Antonio, TX, USA.)",,Scientific reports,10.1038/s41598-025-13697-7,40784939,,"{'text': ""The development and refinement of artificial intelligence (AI) and machine learning algorithms have been an area of intense research in radiology and pathology, particularly for automated or computer-aided diagnosis. Whole Slide Imaging (WSI) has emerged as a promising tool for developing and utilizing such algorithms in diagnostic and experimental pathology. However, patch-wise analysis of WSIs often falls short of capturing the intricate cell-level interactions within local microenvironment. A robust alternative to address this limitation involves leveraging cell graph representations, thereby enabling a more detailed analysis of local cell interactions. These cell graphs encapsulate the local spatial arrangement of cells in histopathology images, a factor proven to have significant prognostic value. Graph Neural Networks (GNNs) can effectively utilize these spatial feature representations and other features, demonstrating promising performance across classification tasks of varying complexities. It is also feasible to distill the knowledge acquired by deep neural networks to smaller student models through knowledge distillation (KD), achieving goals such as model compression and performance enhancement. Traditional approaches for constructing cell graphs generally rely on edge thresholds defined by sparsity/density or the assumption that nearby cells interact. However, such methods may fail to capture biologically meaningful interactions. Additionally, existing works in knowledge distillation primarily focus on distilling knowledge between neural networks. We designed cell graphs with biologically informed edge thresholds or criteria to address these limitations, moving beyond density/sparsity-based definitions. Furthermore, we demonstrated that student models do not need to be neural networks. Even non-neural models can learn from a neural network teacher. We evaluated our approach across varying dataset complexities, including the presence or absence of distribution shifts, varying degrees of imbalance, and different levels of graph complexity for training GNNs. We also investigated whether softened probabilities obtained from calibrated logits offered better guidance than raw logits. Our experiments revealed that the teacher's guidance was effective when distribution shifts existed in the data. The teacher model demonstrated decent performance due to its higher complexity and ability to use cell graph structures and features. Its logits provided rich information and regularization to students, mitigating the risk of overfitting the training distribution. We also examined the differences in feature importance between student models trained with the teacher's logits and their counterparts trained on hard labels. In particular, the student model demonstrated a stronger emphasis on morphological features in the Tuberculosis (TB) dataset than the models trained with hard labels. This emphasis aligns closely with the features that pathologists typically prioritize for diagnostic purposes. Future work could explore designing alternative teacher models, evaluating the proposed approach on larger datasets, and investigating causal knowledge distillation as a potential extension."", 'structured': []}",0,pubmed
Evolving Deep Neural Networks via Cooperative Coevolution With Backpropagation.,Maoguo Gong (N/A); Jia Liu (N/A); A K Qin (N/A); Kun Zhao (N/A); Kay Chen Tan (N/A),,IEEE transactions on neural networks and learning systems,10.1109/TNNLS.2020.2978857,32217489,,"{'text': ""Deep neural networks (DNNs), characterized by sophisticated architectures capable of learning a hierarchy of feature representations, have achieved remarkable successes in various applications. Learning DNN's parameters is a crucial but challenging task that is commonly resolved by using gradient-based backpropagation (BP) methods. However, BP-based methods suffer from severe initialization sensitivity and proneness to getting trapped into inferior local optima. To address these issues, we propose a DNN learning framework that hybridizes CC-based optimization with BP-based gradient descent, called BPCC, and implement it by devising a computationally efficient CC-based optimization technique dedicated to DNN parameter learning. In BPCC, BP will intermittently execute for multiple training epochs. Whenever the execution of BP in a training epoch cannot sufficiently decrease the training objective function value, CC will kick in to execute by using the parameter values derived by BP as the starting point. The best parameter values obtained by CC will act as the starting point of BP in its next training epoch. In CC-based optimization, the overall parameter learning task is decomposed into many subtasks of learning a small portion of parameters. These subtasks are individually addressed in a cooperative manner. In this article, we treat neurons as basic decomposition units. Furthermore, to reduce the computational cost, we devise a maturity-based subtask selection strategy to selectively solve some subtasks of higher priority. Experimental results demonstrate the superiority of the proposed method over common-practice DNN parameter learning techniques."", 'structured': []}",0,pubmed
Learning Student Networks via Feature Embedding.,Hanting Chen (N/A); Yunhe Wang (N/A); Chang Xu (N/A); Chao Xu (N/A); Dacheng Tao (N/A),,IEEE transactions on neural networks and learning systems,10.1109/TNNLS.2020.2970494,32092018,,"{'text': 'Deep convolutional neural networks have been widely used in numerous applications, but their demanding storage and computational resource requirements prevent their applications on mobile devices. Knowledge distillation aims to optimize a portable student network by taking the knowledge from a well-trained heavy teacher network. Traditional teacher-student-based methods used to rely on additional fully connected layers to bridge intermediate layers of teacher and student networks, which brings in a large number of auxiliary parameters. In contrast, this article aims to propagate information from teacher to student without introducing new variables that need to be optimized. We regard the teacher-student paradigm from a new perspective of feature embedding. By introducing the locality preserving loss, the student network is encouraged to generate the low-dimensional features that could inherit intrinsic properties of their corresponding high-dimensional features from the teacher network. The resulting portable network, thus, can naturally maintain the performance as that of the teacher network. Theoretical analysis is provided to justify the lower computation complexity of the proposed method. Experiments on benchmark data sets and well-trained networks suggest that the proposed algorithm is superior to state-of-the-art teacher-student learning methods in terms of computational and storage complexity.', 'structured': []}",0,pubmed
Process-Informed Neural Networks: A Hybrid Modelling Approach to Improve Predictive Performance and Inference of Neural Networks in Ecology and Beyond.,"Marieke Wesselkamp (Biometry and Environmental System Analysis, University of Freiburg, Freiburg im Breisgau, Germany.); Niklas Moser (Biometry and Environmental System Analysis, University of Freiburg, Freiburg im Breisgau, Germany.); Maria Kalweit (Department of Computer Science, University of Freiburg, Freiburg im Breisgau, Germany.); Joschka Boedecker (Department of Computer Science, University of Freiburg, Freiburg im Breisgau, Germany.); Carsten F Dormann (Biometry and Environmental System Analysis, University of Freiburg, Freiburg im Breisgau, Germany.)",,Ecology letters,10.1111/ele.70012,39625058,,"{'text': 'Despite deep learning being state of the art for data-driven model predictions, its application in ecology is currently subject to two important constraints: (i) deep-learning methods are powerful in data-rich regimes, but in ecology data are typically sparse; and (ii) deep-learning models are black-box methods and inferring the processes they represent are non-trivial to elicit. Process-based (=\u2009mechanistic) models are not constrained by data sparsity or unclear processes and are thus important for building up our ecological knowledge and transfer to applications. In this work, we combine process-based models and neural networks into process-informed neural networks (PINNs), which incorporate the process knowledge directly into the neural network structure. In a systematic evaluation of spatial and temporal prediction tasks for C-fluxes in temperate forests, we show the ability of five different types of PINNs (i) to outperform process-based models and neural networks, especially in data-sparse regimes with high-transfer task and (ii) to inform on mis- or undetected processes.', 'structured': []}",0,pubmed
Redundant feature pruning for accelerated inference in deep neural networks.,"Babajide O Ayinde (Electrical and Computer Engineering, University of Louisville, Louisville, KY, 40292, USA. Electronic address: babajide.ayinde@louisville.edu.); Tamer Inanc (Electrical and Computer Engineering, University of Louisville, Louisville, KY, 40292, USA. Electronic address: t.inanc@louisville.edu.); Jacek M Zurada (Electrical and Computer Engineering, University of Louisville, Louisville, KY, 40292, USA; Information Technology Institute, University of Social Science, Łódz 90-113, Poland. Electronic address: jacek.zurada@louisville.edu.)",,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2019.04.021,31279285,,"{'text': 'This paper presents an efficient technique to reduce the inference cost of deep and/or wide convolutional neural network models by pruning redundant features (or filters). Previous studies have shown that over-sized deep neural network models tend to produce a lot of redundant features that are either shifted version of one another or are very similar and show little or no variations, thus resulting in filtering redundancy. We propose to prune these redundant features along with their related feature maps according to their relative cosine distances in the feature space, thus leading to smaller networks with reduced post-training inference computational costs and competitive performance. We empirically show on select models (VGG-16, ResNet-56, ResNet-110, and ResNet-34) and dataset (MNIST Handwritten digits, CIFAR-10, and ImageNet) that inference costs (in FLOPS) can be significantly reduced while overall performance is still competitive with the state-of-the-art.', 'structured': []}",0,pubmed
SympGNNs: Symplectic Graph Neural Networks for identifying high-dimensional Hamiltonian systems and node classification.,"Alan John Varghese (School of Engineering, Brown University, Providence, RI 02912, USA.); Zhen Zhang (Division of Applied Mathematics, Brown University, Providence, RI 02912, USA.); George Em Karniadakis (School of Engineering, Brown University, Providence, RI 02912, USA; Division of Applied Mathematics, Brown University, Providence, RI 02912, USA. Electronic address: george_karniadakis@brown.edu.)",,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2025.107397,40127578,,"{'text': 'Existing neural network models to learn Hamiltonian systems, such as SympNets, although accurate in low-dimensions, struggle to learn the correct dynamics for high-dimensional many-body systems. Herein, we introduce Symplectic Graph Neural Networks (SympGNNs) that can effectively handle system identification in high-dimensional Hamiltonian systems, as well as node classification. SympGNNs combine symplectic maps with permutation equivariance, a property of graph neural networks. Specifically, we propose two variants of SympGNNs: (i) G-SympGNN and (ii) LA-SympGNN, arising from different parameterizations of the kinetic and potential energy. We demonstrate the capabilities of SympGNN on two physical examples: a 40-particle coupled Harmonic oscillator, and a 2000-particle molecular dynamics simulation in a two-dimensional Lennard-Jones potential. Furthermore, we demonstrate the performance of SympGNN in the node classification task, achieving accuracy comparable to the state-of-the-art. We also empirically show that SympGNN can overcome the oversmoothing and heterophily problems, two key challenges in the field of graph neural networks.', 'structured': []}",0,pubmed
Motif and supernode-enhanced gated graph neural networks for session-based recommendation.,"Ronghua Lin (School of Computer Science, South China Normal University, Guangzhou, 510631, China; Pazhou Lab, Guangzhou, 510330, China. Electronic address: rhlin@m.scnu.edu.cn.); Chang Liu (School of Computer Science, South China Normal University, Guangzhou, 510631, China. Electronic address: liuchang6780@m.scnu.edu.cn.); Hao Zhong (School of Computer Science, South China Normal University, Guangzhou, 510631, China; Pazhou Lab, Guangzhou, 510330, China. Electronic address: hzhong@m.scnu.edu.cn.); Chengzhe Yuan (School of Electronics and Information, Guangdong Polytechnic Normal University, Guangzhou, 510665, China; Pazhou Lab, Guangzhou, 510330, China. Electronic address: ycz@gpnu.edu.cn.); Guohua Chen (School of Computer Science, South China Normal University, Guangzhou, 510631, China; Pazhou Lab, Guangzhou, 510330, China. Electronic address: chengh@m.scnu.edu.cn.); Yuncheng Jiang (School of Computer Science, South China Normal University, Guangzhou, 510631, China. Electronic address: jiangyuncheng@m.scnu.edu.cn.); Yong Tang (School of Computer Science, South China Normal University, Guangzhou, 510631, China; Pazhou Lab, Guangzhou, 510330, China. Electronic address: ytang@m.scnu.edu.cn.)",,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2025.107406,40147160,,"{'text': ""Session-based recommendation systems aim to predict users' next interactions based on short-lived, anonymous sessions, a challenging yet vital task due to the sparsity and dynamic nature of user behavior. Existing Graph Neural Network (GNN)-based methods primarily focus on the session graphs while overlooking the influence of micro-structures and user behavior patterns. To address these limitations, we propose a Motif and Supernode-Enhanced Session-based Recommender System (MSERS), which constructs a global session graph, identifies and encodes motifs as supernodes, and reintegrates them into the global graph to enrich its topology and better represent item dependencies. By employing supernode-enhanced Gated Graph Neural Networks (GGNN), MSERS captures both long-term and latent item dependencies, significantly improving session representations. Extensive experiments on two real-world datasets demonstrate the superiority of MSERS over baseline methods, providing robust insights into the role of micro-structures in session-based recommendations."", 'structured': []}",0,pubmed
Deep learning in terrestrial conservation biology.,"Zoltán Barta (HUN-REN-DE Behavioural Ecology Research Group, Department of Evolutionary Zoology and Humanbiology, University of Debrecen, Debrecen, Hungary. barta.zoltan@science.unideb.hu.)",,Biologia futura,10.1111/cobi.13616,38227170,,"{'text': 'Biodiversity is being lost at an unprecedented rate on Earth. As a first step to more effectively combat this process we need efficient methods to monitor biodiversity changes. Recent technological advance can provide powerful tools (e.g.\xa0camera traps, digital acoustic recorders, satellite imagery, social media records) that can speed up the collection of biological data. Nevertheless, the processing steps of the raw data served by these tools are still painstakingly slow. A new computer technology, deep learning based artificial intelligence, might, however, help. In this short and subjective review I oversee recent technological advances used in conservation biology, highlight problems of processing their data, shortly describe deep learning technology and show case studies of its use in conservation biology. Some of the limitations of the technology are also highlighted.', 'structured': []}",0,pubmed
Advancing EEG based stress detection using spiking neural networks and convolutional spiking neural networks.,"Aaditya Joshi (VIT Bhopal University, Sehore, Madhya Pradesh, India.); Paramveer Singh Matharu (VIT Bhopal University, Sehore, Madhya Pradesh, India.); Lokesh Malviya (VIT Bhopal University, Sehore, Madhya Pradesh, India.); Manoj Kumar (VIT Bhopal University, Sehore, Madhya Pradesh, India.); Akshay Jadhav (Manipal University Jaipur, Jaipur, Rajasthan, India. akshay.jadhav@jaipur.manipal.edu.)",,Scientific reports,10.1038/s41598-025-10270-0,40683976,,"{'text': 'Accurate and efficient analysis of Electroencephalogram (EEG) signals is crucial for applications like neurological diagnosis and Brain-Computer Interfaces (BCI). Traditional methods often fall short in capturing the intricate temporal dynamics inherent in EEG data. This paper explores the use of Convolutional Spiking Neural Networks (CSNNs) to enhance EEG signal classification. We apply Discrete Wavelet Transform (DWT) for feature extraction and evaluate CSNN performance on the Physionet EEG dataset, benchmarking it against traditional deep learning and machine learning methods. The findings indicate that CSNNs achieve high accuracy, reaching 98.75% in 10-fold cross-validation, and an impressive F1 score of 98.60%. Notably, this F1-score represents an improvement over previous benchmarks, highlighting the effectiveness of our approach. Along with offering advantages in temporal precision and energy efficiency, CSNNs emerge as a promising solution for next-generation EEG analysis systems.', 'structured': []}",0,pubmed
Synchronization criteria for quaternion-valued coupled neural networks with impulses.,"Xingnan Qi (School of Mathematics and Statistics, Southwest University, Chongqing 400715, China.); Haibo Bao (School of Mathematics and Statistics, Southwest University, Chongqing 400715, China. Electronic address: hbbao@swu.edu.cn.); Jinde Cao (School of Mathematics, Southeast University, Nanjing 210096, China.)",,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2020.04.027,32446192,,"{'text': 'We consider the global exponential synchronization of a category of quaternion-valued coupled neural networks (QVCNNs) with impulses in this article. It makes up for the gap of coupled neural networks with impulses in quaternion. On account of the product of two quaternions cannot be exchanged under normal circumstances, for convenience, we isolate the QVCNN into four real-valued coupled neural networks (RVCNNs) which are converted into an augmented system by defining a new augmented vector. By leveraging a distinctive Lyapunov-Krasovskii function and some matrix inequalities, several sufficient conditions for the global exponential synchronization of the system are attained. Ultimately, two examples are used to prove the validity of the theories in this paper.', 'structured': []}",0,pubmed
Label-Aware Dual Graph Neural Networks for Multi-Label Fundus Image Classification.,Yanbei Liu (N/A); Xinwen Peng (N/A); Xin Wei (N/A); Lei Geng (N/A); Fang Zhang (N/A); Zhitao Xiao (N/A); Jerry Chun-Wei Lin (N/A),,IEEE journal of biomedical and health informatics,10.1109/JBHI.2024.3457232,39255075,,"{'text': ""Fundus disease is a complex and universal disease involving a variety of pathologies. Its early diagnosis using fundus images can effectively prevent further diseases and provide targeted treatment plans for patients. Recent deep learning models for classification of this disease are gradually emerging as a critical research field, which is attracting widespread attention. However, in practice, most of the existing methods only focus on local visual cues of a single image, and ignore the underlying explicit interaction similarity between subjects and correlation information among pathologies in fundus diseases. In this paper, we propose a novel label-aware dual graph neural networks for multi-label fundus image classification that consists of population-based graph representation learning and pathology-based graph representation learning modules. Specifically, we first construct a population-based graph by integrating image features and non-image information to learn patient's representations by incorporating associations between subjects. Then, we represent pathologies as a sparse graph where its nodes are associated with pathology-based feature vectors and the edges correspond to probability of the co-occurrence of labels to generate a set of classifier scores by the propagation of multi-layer graph information. Finally, our model can adaptively recalibrate multi-label outputs. Detailed experiments and analysis of our results show the effectiveness of our method compared with state-of-the-art multi-label fundus image classification methods."", 'structured': []}",0,pubmed
"If deep learning is the answer, what is the question?","Andrew Saxe (Department of Experimental Psychology, University of Oxford, Oxford, UK. andrew.saxe@psy.ox.ac.uk.); Stephanie Nelli (Department of Experimental Psychology, University of Oxford, Oxford, UK. stephanie.nelli@psy.ox.ac.uk.); Christopher Summerfield (Department of Experimental Psychology, University of Oxford, Oxford, UK. christopher.summerfield@psy.ox.ac.uk.)",,Nature reviews. Neuroscience,10.1101/407007,33199854,,"{'text': 'Neuroscience research is undergoing a minor revolution. Recent advances in machine learning and artificial intelligence research have opened up new ways of thinking about neural computation. Many researchers are excited by the possibility that deep neural networks may offer theories of perception, cognition and action for biological brains. This approach has the potential to radically reshape our approach to understanding neural systems, because the computations performed by deep networks are learned from experience, and not endowed by the researcher. If so, how can neuroscientists use deep networks to model and understand biological brains? What is the outlook for neuroscientists who seek to characterize computations or neural codes, or who wish to understand perception, attention, memory and executive functions? In this Perspective, our goal is to offer a road map for systems neuroscience research in the age of deep learning. We discuss the conceptual and methodological challenges of comparing behaviour, learning dynamics and neural representations in artificial and biological systems, and we highlight new research questions that have emerged for neuroscience as a direct consequence of recent advances in machine learning.', 'structured': []}",0,pubmed
Graph Neural Networks with Coarse- and Fine-Grained Division for mitigating label noise and sparsity.,"Shuangjie Li (State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, 210023, China; Department of Computer Science and Technology, Nanjing University, Nanjing, 210023, China. Electronic address: shuangjieli@smail.nju.edu.cn.); Baoming Zhang (State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, 210023, China; Department of Computer Science and Technology, Nanjing University, Nanjing, 210023, China.); Jianqing Song (State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, 210023, China; Department of Computer Science and Technology, Nanjing University, Nanjing, 210023, China.); Gaoli Ruan (State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, 210023, China; Department of Computer Science and Technology, Nanjing University, Nanjing, 210023, China.); Chongjun Wang (State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, 210023, China; Department of Computer Science and Technology, Nanjing University, Nanjing, 210023, China. Electronic address: chjwang@nju.edu.cn.); Junyuan Xie (State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, 210023, China; Department of Computer Science and Technology, Nanjing University, Nanjing, 210023, China.)",,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2025.107338,40086132,,"{'text': 'Graph Neural Networks (GNNs) have gained considerable prominence in semi-supervised learning tasks in processing graph-structured data, primarily owing to their message-passing mechanism, which largely relies on the availability of clean labels. However, in real-world scenarios, labels on nodes of graphs are inevitably noisy and sparsely labeled, significantly degrading the performance of GNNs. Exploring robust GNNs for semi-supervised node classification in the presence of noisy and sparse labels remains a critical challenge. Therefore, we propose a novel Graph Neural Network with Coarse- and Fine-Grained Division for mitigating label sparsity and noise, namely GNN-CFGD. The key idea of GNN-CFGD is reducing the negative impact of noisy labels via coarse- and fine-grained division, along with graph reconstruction. Specifically, we first investigate the effectiveness of linking unlabeled nodes to cleanly labeled nodes, demonstrating that this approach is more effective in combating labeling noise than linking to potentially noisy labeled nodes. Based on this observation, we introduce a Gaussian Mixture Model (GMM) based on the memory effect to perform a coarse-grained division of the given labels into clean and noisy labels. Next, we propose a clean labels oriented link that connects unlabeled nodes to cleanly labeled nodes, aimed at mitigating label sparsity and promoting supervision propagation. Furthermore, to provide refined supervision for noisy labeled nodes and additional supervision for unlabeled nodes, we fine-grain the noisy labeled and unlabeled nodes into two candidate sets based on confidence, respectively. Extensive experiments on various datasets demonstrate the superior effectiveness and robustness of GNN-CFGD.', 'structured': []}",0,pubmed
Vessel trajectory classification via transfer learning with Deep Convolutional Neural Networks.,"Hwan Kim (Department of Computer Science and Engineering, Chungnam National University, Daejeon, Korea.); Mingyu Choi (Department of Computer Science and Engineering, Chungnam National University, Daejeon, Korea.); Sekil Park (Korea Research Institude of Ships & Ocean Engineering (KRISO), Daejeon, Korea.); Sungsu Lim (Department of Computer Science and Engineering, Chungnam National University, Daejeon, Korea.)",,PloS one,10.1007/s11804-021-00228-9,39186723,,"{'text': ""The classification of vessel trajectories using Automatic Identification System (AIS) data is crucial for ensuring maritime safety and the efficient navigation of ships. The advent of deep learning has brought about more effective classification methods, utilizing Convolutional Neural Networks (CNN). However, existing CNN-based approaches primarily focus on either sailing or loitering movement patterns and struggle to capture valuable features and subtle differences between these patterns from input images. In response to these limitations, we firstly introduce a novel framework, Dense121-VMC, based on Deep Convolutional Neural Networks (DCNN) with transfer learning for simultaneous extraction and classification of both sailing and loitering trajectories. Our approach efficiently performs in extracting significant features from input images and in identifying subtle differences in each vessel's trajectory. Additionally, transfer learning effectively reduces data requirements and addresses the issue of overfitting. Through extended experiments, we demonstrate the novelty of proposed Dense121-VMC framework, achieving notable contributions for vessel trajectory classification."", 'structured': []}",0,pubmed
